iter	Passed	Remaining
226	540	1841
227	541	1834
228	542	1827
229	543	1820
230	544	1813
231	545	1806
232	546	1800
233	548	1795
234	549	1789
235	550	1782
236	551	1775
237	552	1769
238	553	1762
239	554	1756
240	555	1750
241	557	1745
242	560	1744
243	561	1739
244	562	1733
245	563	1727
246	564	1720
247	565	1714
248	566	1708
249	567	1702
250	568	1696
251	569	1690
252	572	1689
253	573	1684
254	574	1678
255	575	1672
256	576	1666
257	577	1661
258	578	1655
259	580	1652
260	581	1647
261	583	1643
262	584	1638
263	585	1633
264	587	1628
265	588	1623
266	589	1618
267	590	1612
268	591	1607
269	594	1608
270	596	1604
271	597	1598
272	598	1593
273	599	1588
274	600	1582
275	601	1577
276	602	1572
277	603	1567
278	604	1562
279	608	1565
280	610	1560
281	611	1556
282	612	1551
283	613	1547
284	614	1542
285	615	1537
286	616	1532
287	618	1528
288	620	1525
289	621	1520
290	622	1515
291	623	1510
292	624	1505
293	625	1501
294	626	1496
295	627	1491
296	628	1487
297	632	1489
298	633	1485
299	634	1480
300	636	1477
301	637	1472
302	638	1468
303	639	1464
304	640	1460
305	641	1455
306	644	1455
307	646	1452
308	647	1448
309	648	1443
310	649	1439
311	650	1435
312	651	1430
313	652	1426
314	653	1422
315	654	1417
316	656	1414
317	657	1410
318	658	1405
319	659	1401
320	660	1397
321	661	1392
322	662	1388
323	663	1384
324	664	1380
325	667	1380
326	669	1377
327	670	1373
328	671	1369
329	672	1364
330	673	1360
331	674	1356
332	675	1352
333	676	1348
334	677	1344
335	680	1344
336	681	1341
337	682	1337
338	684	1333
339	685	1330
340	686	1326
341	687	1322
342	688	1318
343	689	1314
344	690	1310
345	692	1309
346	693	1305
347	694	1302
348	695	1298
349	696	1294
350	697	1290
351	699	1286
352	699	1282
353	701	1279
354	704	1280
355	706	1277
356	707	1273
357	708	1270
358	709	1266
359	710	1262
360	711	1259
361	712	1255
362	713	1252
363	714	1248
364	716	1246
365	717	1243
366	718	1239
367	719	1236
368	720	1232
369	721	1229
370	722	1225
371	724	1222
372	725	1219
373	728	1219
374	729	1216
375	730	1212
376	731	1209
377	732	1205
378	733	1202
379	734	1198
380	735	1195
381	737	1192
382	738	1189
383	741	1189
384	742	1186
385	743	1183
386	744	1179
387	745	1176
388	746	1173
389	747	1169
390	748	1166
391	749	1163
392	750	1159
393	754	1160
394	755	1156
395	756	1153
396	757	1150
397	758	1146
398	759	1143
399	760	1140
400	761	1137
401	762	1134
402	763	1131
403	767	1131
404	768	1128
405	769	1125
406	770	1122
407	771	1119
408	772	1116
409	773	1113
410	774	1109
411	775	1106
412	776	1103
413	778	1101
414	779	1098
415	780	1095
416	781	1092
417	782	1089
418	783	1086
419	784	1083
420	785	1080
421	786	1077
422	791	1079
423	792	1077
424	793	1074
425	794	1071
426	796	1068
427	797	1065
428	798	1062
429	799	1059
430	800	1056
431	802	1055
432	804	1053
433	805	1050
434	806	1047
435	807	1045
436	808	1042
437	810	1039
438	811	1036
439	812	1034
440	816	1034
441	817	1032
442	819	1030
443	820	1027
444	821	1024
445	823	1022
446	824	1019
447	825	1017
448	830	1018
449	831	1016
450	832	1013
451	833	1010
452	834	1007
453	835	1004
454	836	1001
455	837	998
456	838	996
457	842	996
458	843	993
459	844	991
460	845	988
461	846	985
462	847	982
463	848	980
464	849	977
465	850	974
466	851	972
467	853	970
468	854	968
469	856	965
470	857	962
471	858	959
472	859	957
473	860	954
474	861	951
475	862	949
476	863	947
477	865	945
478	866	942
479	867	939
480	868	937
481	870	934
482	871	932
483	872	930
484	876	931
485	877	928
486	879	925
487	880	923
488	881	921
489	882	918
490	883	916
491	885	914
492	888	914
493	890	911
494	891	909
495	892	906
496	893	904
497	895	902
498	896	900
499	898	898
500	900	897
501	901	894
502	903	892
503	904	890
504	905	887
505	907	885
506	908	883
507	909	880
508	910	878
509	912	876
510	913	874
511	914	872
512	916	870
513	917	867
514	918	865
515	920	863
516	921	860
517	925	861
518	926	858
519	927	856
520	928	853
521	929	851
522	930	849
523	931	846
524	933	844
525	934	841
526	937	841
527	938	839
528	939	836
529	941	834
530	941	831
531	943	829
532	944	827
533	945	824
534	946	822
535	947	819
536	950	819
537	951	817
538	952	814
539	953	812
540	954	810
541	955	807
542	956	805
543	958	803
544	959	800
545	960	798
546	962	796
547	963	794
548	964	792
549	965	789
550	966	787
551	967	785
552	968	782
553	969	780
554	970	778
555	972	776
556	974	775
557	975	773
558	977	770
559	978	768
560	979	766
561	980	763
562	981	761
563	982	759
564	983	757
565	984	755
566	986	752
567	987	750
568	988	748
569	989	746
570	990	743
571	991	741
572	992	739
573	993	737
574	994	734
575	995	732
576	996	730
577	997	728
578	999	726
579	1000	724
580	1001	721
581	1002	719
582	1003	717
583	1042	742
584	1043	740
585	1044	738
586	1048	737
587	1049	735
588	1050	733
589	1051	730
590	1053	728
591	1054	726
592	1056	725
593	1057	723
594	1058	720
595	1059	718
596	1062	717
597	1064	715
598	1065	713
599	1066	710
600	1067	708
601	1068	706
602	1069	704
603	1070	702
604	1072	700
605	1073	698
606	1075	696
607	1076	694
608	1077	692
609	1079	690
610	1081	688
611	1082	686
612	1087	686
613	1088	684
614	1089	682
615	1091	680
616	1092	678
617	1094	676
618	1095	674
619	1098	673
620	1099	671
621	1100	669
622	1102	666
623	1103	664
624	1104	662
625	1105	660
626	1106	657
627	1107	655
628	1108	653
629	1111	652
630	1112	650
631	1113	648
632	1114	646
633	1115	643
634	1116	641
635	1117	639
636	1118	637
637	1119	635
638	1120	633
639	1124	632
640	1125	630
641	1126	628
642	1127	626
643	1128	624
644	1129	621
645	1131	619
646	1132	617
647	1133	615
648	1136	614
649	1137	612
650	1138	610
651	1139	608
652	1140	605
653	1141	603
654	1142	601
655	1143	599
656	1144	597
657	1145	595
658	1148	594
659	1149	592
660	1151	590
661	1152	588
662	1153	586
663	1154	584
664	1155	582
665	1156	580
666	1157	578
667	1160	576
668	1161	574
669	1162	572
670	1163	570
671	1164	568
672	1165	566
673	1166	564
674	1167	562
675	1168	560
676	1170	558
677	1173	557
678	1174	555
679	1175	553
680	1176	551
681	1177	549
682	1178	547
683	1180	545
684	1181	543
685	1182	541
686	1185	539
687	1186	538
688	1187	536
689	1188	534
690	1189	532
691	1191	530
692	1192	528
693	1193	526
694	1194	524
695	1195	522
696	1198	521
697	1200	519
698	1201	517
699	1202	515
700	1203	513
701	1204	511
702	1205	509
703	1206	507
704	1207	505
705	1207	503
706	1212	502
707	1213	500
708	1214	498
709	1215	496
710	1216	494
711	1217	492
712	1218	490
713	1219	488
714	1220	486
715	1223	485
716	1224	483
717	1226	481
718	1227	479
719	1228	477
720	1229	475
721	1230	473
722	1231	471
723	1232	469
724	1233	467
725	1235	466
726	1236	464
727	1237	462
728	1238	460
729	1239	458
730	1240	456
731	1241	454
732	1242	452
733	1243	450
734	1246	449
735	1247	447
736	1248	445
737	1249	443
738	1250	441
739	1251	439
740	1252	437
741	1254	436
742	1255	434
743	1256	432
744	1259	431
745	1260	429
746	1261	427
747	1262	425
748	1264	423
749	1265	421
750	1266	419
751	1267	417
752	1268	415
753	1269	414
754	1271	412
755	1273	410
756	1274	409
757	1275	407
758	1276	405
759	1278	403
760	1279	401
761	1280	399
762	1281	397
763	1282	396
764	1286	395
765	1287	393
766	1288	391
767	1289	389
768	1290	387
769	1291	385
770	1292	383
771	1293	381
772	1294	380
773	1295	378
774	1296	376
775	1297	374
776	1299	372
777	1300	371
778	1301	369
779	1302	367
780	1303	365
781	1304	363
782	1305	361
783	1308	360
784	1309	358
785	1310	356
786	1311	355
787	1312	353
788	1314	351
789	1315	349
790	1316	347
791	1317	345
792	1318	344
793	1320	342
794	1322	341
795	1323	339
796	1324	337
797	1325	335
798	1326	333
799	1327	331
800	1328	330
801	1330	328
802	1331	326
803	1335	325
804	1336	323
805	1337	321
806	1338	320
807	1339	318
808	1340	316
809	1341	314
810	1342	312
811	1343	311
812	1348	310
813	1349	308
814	1350	306
815	1351	304
816	1352	302
817	1353	301
818	1354	299
819	1355	297
820	1356	295
821	1358	294
822	1360	292
823	1361	290
824	1362	289
825	1363	287
826	1364	285
827	1365	283
828	1367	281
829	1368	280
830	1369	278
831	1372	277
832	1373	275
833	1374	273
834	1375	271
835	1376	270
836	1377	268
837	1378	266
838	1379	264
839	1380	263
840	1382	261
841	1385	259
842	1386	258
843	1387	256
844	1388	254
845	1389	252
846	1390	251
847	1391	249
848	1393	247
849	1394	246
850	1395	244
851	1397	242
852	1398	241
853	1399	239
854	1400	237
855	1401	235
856	1402	234
857	1404	232
858	1405	230
859	1406	228
860	1408	227
861	1409	225
862	1410	223
863	1411	222
864	1412	220
865	1413	218
866	1414	217
867	1415	215
868	1417	213
869	1418	212
870	1420	210
871	1421	208
872	1422	207
873	1424	205
874	1425	203
875	1426	201
876	1427	200
877	1428	198
878	1429	196
879	1432	195
880	1433	193
881	1434	191
882	1435	190
883	1436	188
884	1437	186
885	1438	185
886	1439	183
887	1440	181
888	1442	180
889	1444	178
890	1445	176
891	1446	175
892	1447	173
893	1448	171
894	1450	170
895	1451	168
896	1452	166
897	1454	165
898	1456	163
899	1457	161
900	1458	160
901	1459	158
902	1460	156
903	1461	155
904	1462	153
905	1463	151
906	1464	150
907	1467	148
908	1469	147
909	1470	145
910	1471	143
911	1472	142
912	1473	140
913	1474	138
914	1475	137
915	1476	135
916	1477	133
917	1480	132
918	1482	130
919	1484	129
920	1485	127
921	1486	125
922	1487	124
923	1488	122
924	1489	120
925	1492	119
926	1493	117
927	1494	115
928	1495	114
929	1496	112
930	1497	111
931	1498	109
932	1500	107
933	1501	106
934	1502	104
935	1503	102
936	1504	101
937	1505	99
938	1506	97
939	1507	96
940	1508	94
941	1509	92
942	1510	91
943	1511	89
944	1514	88
945	1515	86
946	1516	84
947	1517	83
948	1518	81
949	1519	79
950	1520	78
951	1521	76
952	1522	75
953	1524	73
954	1526	71
955	1527	70
956	1529	68
957	1530	67
958	1531	65
959	1532	63
960	1533	62
961	1537	60
962	1538	59
963	1539	57
964	1540	55
965	1541	54
966	1542	52
967	1543	51
968	1544	49
969	1546	47
970	1547	46
971	1549	44
972	1550	43
973	1551	41
974	1552	39
975	1554	38
976	1555	36
977	1556	35
978	1557	33
979	1560	31
980	1561	30
981	1562	28
982	1564	27
983	1565	25
984	1566	23
985	1567	22
986	1568	20
987	1569	19
988	1571	17
989	1573	15
990	1574	14
991	1575	12
992	1576	11
993	1577	9
994	1578	7
995	1579	6
996	1581	4
997	1582	3
998	1585	1
999	1586	0
